comment_id,text,severity_id,target_id,has_pii,link_flagged,annotator,split,notes,post_text,parent_text,is_reply,created_time,source_page_id
dom__17,អ្នកកាត់ទោស និង អ្នកពាក់ពន្ធ័ កាត់ទោសខុសអសមត្ថភាព គួរបញ្ចប់ក្របខណ្ឌ័ បើទុកបន្ត រងអយុត្តិធម៏ គេឯងអស់ហើយ ករណីនេះបើប៉ះសាច់ញាតិអ្នកតើអ្នកឈឺចាប់អត់ ។,,,,,,,,,,False,,
dom__18,ធ្វើការដូចអាចម៍,,,,,,,,,,False,,
dom__20,ដកតំណែងហើយដាក់គុកពីរឆ្នាំវិញទៅកុំឱ្យពូកែចាប់ច្រឡំរឿងនេះអាចនឹងពាក់ព័ន្ធស៊ីលុយផង។,,,,,,,,,,False,,
dom__21,ធ្វើការដូចឡប់រៀនដល់ច្បាប់ធ្វើដល់ចៅក្រម ចាប់មនុស្សច្រលំ ដកតំណែងហើយដាក់គុកវិញហើយទាសងជំងឺចិត្ត,,,,,,,,,,False,,
dom_Sopretty_1,So pretty,,,,,,,,,,False,,
dom_UGC_0,ចង់ក្លាយជាUGCអាចឆាតមកបានបងៗ,,,,,,,,,,False,,
fbtext_Seeyousoonne_4,"See you soon new job🥰💕For those who want to have a job, you can chat to us, we have many #UGC people Ounda Gluta Hide translation",,,,,,,,,,False,,
dom_Callingpuiwi_0,Calling pu i will support,,,,,,,,,,False,,
dom_Chillmgpu_1,Chill mg pu,,,,,,,,,,False,,
dom_free_4,មានfreeអត់កន្លែងថ្មី,,,,,,,,,,False,,
dom_Wowb_6,Wow b,,,,,,,,,,False,,
dom__8,អស់ទាសហើយ មេ,,,,,,,,,,False,,
dom__9,នៅណាវិញបង,,,,,,,,,,False,,
dom_Nextplease_1,Next please,,,,,,,,,,False,,
fbtext_Bethefirstto_11,Be the first to comment.,,,,,,,,,,False,,
fbtext_Takeaphototo_2,Take a photo to make my face not clear 😹😹 #fypシ Hide translation,,,,,,,,,,False,,
fbtext__8,ថតឲធ្វើមុខមិនរីកសោះ 😹😹   #fypシ,,,,,,,,,,False,,
dom__6,ៀ,,,,,,,,,,False,,
dom_MMO_0,MMO,,,,,,,,,,False,,
fbtext_KawasakiKSR_4,Kawasaki KSR လေးရောင်းမယ်ဗျာ 7500Bနဲ့သာယူဗျာအလုပ်သွားအလုပ်ပြန် တောင်ပေါ်တောင်တက်စီးလို့ရပါတယ် လိုအပ်ပါက ☎️09-887979645 See less Hide translation,,,,,,,,,,False,,
fbtext_KawasakiKSR_11,"Kawasaki KSR လေးရောင်းမယ်ဗျာ Only 7500B, you can ride to work and back to Uva mountain. ပါကា ပါက ☎️09-887979645 See less Hide translation",,,,,,,,,,False,,
fbtext_Bethefirstto_14,Be the first to comment.,,,,,,,,,,False,,
dom_httpstmeme_0,https://t.me/meassara09tv,,,,,,,,,,False,,
dom_Dumbbitchdum_1,"Dumb bitch, dumb bitch",,,,,,,,,,False,,
dom_Wanttoborrow_2,"Want to borrow money 3000$ but have 2500$ to pay it back, what do you borrow money for?",,,,,,,,,,False,,
dom_Sostupidyoun_3,"So stupid, young man. He borrows 3000$ and has money, I will give him almost 2000$.",,,,,,,,,,False,,
dom_Scammersoften_4,"Scammers often take «high profit, quick and easy» as an appeal, and when we are greedy coupled with (stupid) lack of consideration, it's obvious that we're fooled!",,,,,,,,,,False,,
dom_Have2000ownm_5,"Have 2000 own money and borrow 3000 from others, take 2000 to pay for others first, don't understand",,,,,,,,,,False,,
dom_Whatabrightd_6,"What a bright day, they ask me to send but just send. Mother Ana's services are so much. If I have money to pay for so much se… See more",,,,,,,,,,False,,
dom__7,ល្ងង់អីថ្នាក់នឹងលោកម្ចាស់ កាត់ទូរស័ព្ទរាល់ថ្ងៃ លេងតែហ្គេមមែន មិនមើលពត៌មាន គេបង្ហោះតាមហ្វេសប៊ុក ព្រោងព្រាត គួរតែយល់ខ្លះហើយ ខ្ចី… See more,,,,,,,,,,False,,
dom_Borrowingfrom_8,"Borrowing from others, but have money to pay for the service first.",,,,,,,,,,False,,
dom_Sostupidthey_9,"So stupid, they post on Facebook asking about online loan everyday. Is it cheating?",,,,,,,,,,False,,
dom_Ifyouhavemon_10,"If you have money to be cheated up to 2500$, why borrow money from the bank?",,,,,,,,,,False,,
dom__11,ប្អូនប្រុសកាត់សក់អោយខ្លីចេញ យករាសីឡើង,,,,,,,,,,False,,
dom_JustlikemeI_12,"Just like me, I spent only 200$, they cheated 2 tents, they are just the same",,,,,,,,,,False,,
dom__13,ភ្មេងចឹងគេបោកត្រូវហើយ,,,,,,,,,,False,,
dom__14,គ្មាននៅក្មេងកុំបន្ទោសគ្នា គួរបន្ទោសសង្គមមួយនេះ ដែរសំបូរទៅដោយការបោកប្រាសគ្រប់កន្លែង,,,,,,,,,,False,,
dom__15,ល្ងង់អីល្ងង់ម៉្លេះ ហេតុអី្វមិនឱ្យ ម៉ែឪយើងអ្នកខ្ចីលុយធនាគារ ឲ្យទៅ យើងចាំ តែរកលុយឲ្យគាត់ បង់ទៅហើយទៅហើយ។ ទៅខ្ចីតាមអនឡាញ។ ឆ្កួតសុទ្ធ,,,,,,,,,,False,,
dom_Lastcampingny_2,Last camping nyo na yan,,,,,,,,,,False,,
dom_1WATCHEDTHE_3,1. WATCHED THE VIDEO 2. REWITNESS IT 3. WENT TO THE COMMENT SECTION 4. READ THE COMMENTS 5. YOU READ THIS 6. IF I'M RIGHT HAHA YOU REACT,,,,,,,,,,False,,
dom_Thenwhenwere_4,"Then when we're not held accountable, we're still the bad guys hahahaha",,,,,,,,,,False,,
dom_WedidthatI_5,"We did that. I can't forget, the rope got cut",,,,,,,,,,False,,
dom_Illorderaha_6,I'll order a hammock next  . I'll order a hammock now.,,,,,,,,,,False,,
dom_Itsworththe_7,"It's worth the fun. If that's the case, promise..",,,,,,,,,,False,,
dom_TiffanyHenson_8,Tiffany Henson naka try pero na hulog pud lagii sa duyan,,,,,,,,,,False,,
dom_NATURETRIPBEM_9,NATURE TRIP BEMBANG TRIP,,,,,,,,,,False,,
dom_Youguysareso_10,You guys are so lucky to have become a butterfly?,,,,,,,,,,False,,
dom_MarkAnthonyde_11,Mark Anthony dear miss Kuna let's go to nature in dreams hahaha,,,,,,,,,,False,,
dom_AmItheonlyo_12,Am I the only one worried that the hammock might break,,,,,,,,,,False,,
dom_Theengkantoin_13,The engkanto in the tree,,,,,,,,,,False,,
dom_WhatswithKuy_14,What's with Kuya being so simple at first haha,,,,,,,,,,False,,
dom_GilbertMagsino_15,Gilbert Magsino Gumahin make the most of life,,,,,,,,,,False,,
dom_Thissisteris_0,This sister is not normal. She speaks out and looks down on her.,,,,,,,,,,False,,
dom_Ifitgrowsup_1,"If it grows up, it will be rich again. If it is right, don't argue with crazy people, dare to compensate for their mental illness, so that their husband is in jail.",,,,,,,,,,False,,
dom_Thelandrefere_2,The land reference of the land of the lady leaks,,,,,,,,,,False,,
dom_Somepeopleloo_3,Some people look down on security,,,,,,,,,,False,,
dom_Donttalktoy_4,Don't talk to yourself you're amazing bitch,,,,,,,,,,False,,
dom_Idontreally_5,I don't really believe in women,,,,,,,,,,False,,
dom_Accordingto2_6,"According to 2-3 witnesses, the husband called each other to fight and the husband also beat, but the wife said no, the husban… See more",,,,,,,,,,False,,
dom_Trytobeatthi_7,"Try to beat this or have a miscarriage. No matter how hard you try, you can only do it for weak people who can't help each oth… See more",,,,,,,,,,False,,
dom_Sometenantslo_8,"Some tenants look down on security like that, even drunk, pity security.",,,,,,,,,,False,,
dom_Thisgirlisso_9,This girl is so spoiled,,,,,,,,,,False,,
dom_Alltheweight_10,All the weight goes up and down,,,,,,,,,,False,,
dom_Whenyouspeak_11,"When you speak out, no one fights, you fall down yourself     What about the bird and the security guard who hired you to spe… See more",,,,,,,,,,False,,
dom_Cheapbitchlo_12,"Cheap bitch, look down on other poor people, have miscarriage, cheap bitch.",,,,,,,,,,False,,
dom_Charactershows_13,Character shows the ceiling,,,,,,,,,,False,,
dom_Thisnoodlesar_14,This noodles are so cheap,,,,,,,,,,False,,
dom_Listentothis_15,"Listen to this girl's words, you will understand, everyone is not normal hehe",,,,,,,,,,False,,
dom_Somepeoplecom_0,"Some people come into our lives to give us happiness, but leave us to fix our own hearts for years..!",,,,,,,,,,False,,
dom_highlight_4,@highlight.,,,,,,,,,,False,,
dom__6,ខ្ញុំស៉ូមលានរជីវត់,,,,,,,,,,False,,
dom_Whatsongisth_9,What song is this?,,,,,,,,,,False,,
dom_GMyki_11,Gī Mēyki,,,,,,,,,,False,,
dom_YAYA_14,YA YA,,,,,,,,,,False,,
dom__0,អ្នកតាមដាន,,,,,,,,,,False,,
dom_SoChhean_1,So Chhean,,,,,,,,,,False,,
dom__2,ะ ถ,,,,,,,,,,False,,
dom_KounSela_3,Koun Sela,,,,,,,,,,False,,
dom_TF_4,Töňġ Fÿ,,,,,,,,,,False,,
dom_NyNy_5,Ny Ny,,,,,,,,,,False,,
dom_MolySalbmiss_10,Moly Sal b miss o rhot,,,,,,,,,,False,,
dom_MollyNaOun_11,Molly Ñå Oun knows,,,,,,,,,,False,,
dom_MuyTingnotsh_12,Muy Ting not showing but clearly,,,,,,,,,,False,,
dom_BroChetIfyou_13,"Bro Chet If you love, you must be clear, if not, don't take it seriously, I don't have time to joke with you.",,,,,,,,,,False,,
dom_questionsabout_14,questions about what time do with it you,,,,,,,,,,False,,
dom_Justlikemeto_15,Just like me too,,,,,,,,,,False,,
dom__1,អរគុណបងៗសម្រាប់ការគាំទ្រ,,,,,,,,,,False,,
dom__12,ស្អែកម៉ោងម៉ានពូ,,,,,,,,,,False,,
dom_EkaMeskonpov_5,Eka Mes kon pov,,,,,,,,,,False,,
dom_SREYSROSLAYYo_6,"SREYSROS LAY You are too good to me, my good person",,,,,,,,,,False,,
dom_IlysmIlysmSla_7,Ilysm Ilysm Slanh jg leb,,,,,,,,,,False,,
dom_SaraMuyluvo_8,Sara Muy luv o nas ah muy,,,,,,,,,,False,,
dom_MeanSothathsl_9,Mean Sothathsl klg nah,,,,,,,,,,False,,
dom_EmllyPpslanh_10,Emllīy Pōpslanh ery slanh,,,,,,,,,,False,,
dom_ZeyNou_11,Zey Nou ស្រលាញ់កូនហ្នឹងមេស,,,,,,,,,,False,,
dom_Slnangnang_12,默默Sl nang nang klang nas,,,,,,,,,,False,,
dom_Rganhte_13,Rganhte,,,,,,,,,,False,,
dom_MaoSinall_14,Mao Sinall,,,,,,,,,,False,,
dom_OunLy_15,Oun Ly,,,,,,,,,,False,,
dom_MRY_16,Mā Rý Yæ,,,,,,,,,,False,,
dom_AhToro_17,Ah Toro,,,,,,,,,,False,,
dom_FZxyy_18,Fō Zxyy,,,,,,,,,,False,,
dom_hPforever_19,Æh Päÿ forever na bsd,,,,,,,,,,False,,
dom_KimSeangIlo_21,Kïm Seang I love you so much baby b,,,,,,,,,,False,,
dom_TAslanhkhlang_22,TA slanh khlang has bbe rbos b,,,,,,,,,,False,,
dom_SeiHa_24,Sei Ha,,,,,,,,,,False,,
dom_DeVit_26,De Vit,,,,,,,,,,False,,
dom_Vyyoundaksne_27,Vyy oun dak sne b men te,,,,,,,,,,False,,
dom_ZiiLkslst_28,Zëii Lëâk sl ster leb hx bsd b,,,,,,,,,,False,,
dom_MengPiseyslte_29,Meng Piseysl tea muy ng teh,,,,,,,,,,False,,
dom_KimUimlaslme_30,Kim Uimla sl mes teeee o povvv,,,,,,,,,,False,,
dom_BrohoyXYou_31,Brohoy X You,,,,,,,,,,False,,
dom_LatEyfong_32,Lat Eyfong,,,,,,,,,,False,,
dom_MeyMeysljmr_33,Mey Mey sl jmr hx bbe,,,,,,,,,,False,,
dom_Slahkortngm_34,Sl ah kort ng mes teh haa,,,,,,,,,,False,,
dom_AshleyAnaNerk_35,Ashley Ana Nerk ery Nerk yang nis,,,,,,,,,,False,,
dom_MoqiWeiying_36,Moqi Weiying,,,,,,,,,,False,,
dom_SengSothy_37,Seng Sothy,,,,,,,,,,False,,
dom_LuKaku_38,Lu Kaku,,,,,,,,,,False,,
dom_AerisNy_39,Aeris Ny,,,,,,,,,,False,,
dom_AhLeak_41,Ah Leak,,,,,,,,,,False,,
dom_RNxtzy_42,Ræ Nïxtzy,,,,,,,,,,False,,
dom_Rideandrunw_0,"Ride and run, want to solve shit, talk and act like you are right",,,,,,,,,,False,,
dom_Fuckyouyouh_1,"Fuck you, you hit him",,,,,,,,,,False,,
dom_Uncledoesntb_2,"Uncle doesn't believe that your niece is not at all. Tray face of this old man, bad face, no shame, car hit This intention causes a hit and run",,,,,,,,,,False,,
dom_Puttheminjai_3,Put them in jail these rotten kids,,,,,,,,,,False,,
dom_Thisoneisrud_4,This one is rude should be taken to the border,,,,,,,,,,False,,
dom_Whatkindoftr_5,"What kind of traffic accident, hit someone's feet and run away, is that a traffic accident?",,,,,,,,,,False,,
dom_Rideandhitot_6,Ride and hit others and say it's a traffic accident. Atai Hong.,,,,,,,,,,False,,
dom__7,"#យោងតាមច្បាប់នៃព្រះរាជាណាចក្រកម្ពុជា *ច្បាប់ស្តីពីចរាចរណ៍គោក មាត្រា៨៣ ជនណាបើកបរដោយធ្វេសប្រហែស ខ្ជីខ្ជា មិនប្រុងប្រយ័ត្ន ឬមិនគោរពកាតព្វកិច្ចដែលបទ ប្បញ្ញត្តិស្តីពីចរាចរណ៍ផ្លូវគោកតម្រូវ បណ្តាលឲ្យមានរបួសដល់អ្នកដទៃ ហើយបណ្តាលឲ្យអ្នករង គ្រោះអសមត្ថភាពធ្វើការងារក្នុងរយៈពេលស្មើឬលើសពី៨(ប្រាំបី)ថ្ងៃ គិតពីថ្ងៃកើតហេតុ ត្រូវផ្តន្ទា ទោសដាក់ពន្ធនាគារពី៦ (ប្រាំមួយ)ខែទៅ២ (ពីរ)ឆ្នាំ និងពិន័យជាប្រាក់ពី២ ០០០ ០០០ (ពីរលាន) រៀលទៅ១០ ០០០ ០០០(ដប់ លាន)រៀល និងអាចត្រូវផ្តន្ទាទោសដោយទោសបន្ថែមមួយឬច្រើន ដូចមានចែងក្នុងគ្នាត្រា៥៣(ប្រភេទនៃទោសបន្ថែម)នៃក្រមព្រហ្មទណ្ឌ។ The above offense must be sentenced to imprisonment from 1 (one) year to 3 (three) years and a fine of 4 000 (four million) riels to 15 000 000 (fifteen million) riels if this crime has been committed in any of the following cases: ក- បើកបរដោយគ្មានបណ្ណបើកបរឬមានបណ្ណបើកបរតែមិនត្រឹមត្រូវតាមប្រភេទយាន ខ- ស្ថិតក្នុងស្ថានភាពស្រវឹងដោយមានអត្រាជាតិអាល់កុលចាប់ពី០,៤០(សូន្យក្បៀស សែសិប) មីលីក្រាមក្នុងមួយលីត្រខ្យល់ឬចាប់ពី០,៨០(សូន្យក្បៀសប៉ែតសិប)ក្រាមក្នុងមួយលីត្រ ឈាមឡើងទៅ។ K- cause many people to be injured. K-Fleeing the scene in order to evade responsibility. For offences contained in this clause, additional penalties, as follows, may be announced: 1- Prohibition of professionality, when the offence has been committed in professionality or on the occasion of professionality, permanently or for a maximum of five (five) years. 2- Prohibition on driving a vehicle, of any kind, for a maximum of five (five) years. ៣- ការព្យួរលិខិតបើកបរ សម្រាប់រយៈពេល៥(ប្រាំ)ឆ្នាំយ៉ាងច្រើន។ 4-Publishing of the sentence for a maximum of two (two) months. ៥- ការផ្សាយសេចក្តីសម្រេចផ្តន្ទាទោសនៅក្នុងសារព័ត៌មាន។ 6- Broadcasting of the sentence through all telecommunications means, television for a maximum of 8 (eight) days. *ក្រមព្រហ្មទណ្ឌ (ចំពោះការជេរប្រមាថ) Public Insult Song: The perpetrator uses vulgar language to insult the victim's families in public. Challenging Article: Section 307 of the Criminal Code. ទោសទណ្ឌ៖ ត្រូវផ្តន្ទាទោសពិន័យជាប្រាក់ពី ១០០,០០០ រៀល ទៅ ១០,០០០,០០០ រៀល។ *ក្រមរដ្ឋប្បវេណី (ការសងជំងឺចិត្ត) មាត្រា ៧៤៣ នៃក្រមរដ្ឋប្បវេណី (ស្តីពីអំពើអនីត្យានុកូល)។ Responsibility: The suspect has an absolute obligation to compensate all damages, including the cost of the treatment of the victim's leg injury, motorcycle repair costs, and mental illness compensation for time or other work lost.",,,,,,,,,,False,,
dom_Rudekidmeet_8,"Rude kid, meet others and say it's normal.",,,,,,,,,,False,,
dom__9,"អគ្គស្នងការដ្ឋាននគរបាលរាជធានីភ្នំពេញ Please watch, this is not an accident. If he was driving a car, I don't know how the accident happened.",,,,,,,,,,False,,
dom_Slapthemother_10,"Slap the motherfucker, what will you do?",,,,,,,,,,False,,
dom_Hititrideit_11,"Hit it, ride it fast, and say that it's normal  Ah J.m",,,,,,,,,,False,,
dom_Gangsterslike_12,"Gangsters like that must be brought to education not to harm other kids, hit like that, can be disabled for life. Please, all children and nephews, work hard to study, walk on the road, do good deeds together.",,,,,,,,,,False,,
dom_Thisishisint_13,This is his intention to ride and hit others,,,,,,,,,,False,,
dom_Thecheapguy_14,"The cheap guy, hit his leg, he is disabled for life, who will take care of him?",,,,,,,,,,False,,
dom_Accordingtome_15,"According to me, this kid is driving to hit him. You can watch 3 to 5 times and you know. He is riding to hit him. If he has a car, he will hit him to death.",,,,,,,,,,False,,
dom_Giveitahandf_16,"Give it a handful, bro.",,,,,,,,,,False,,
dom_Itsjustlike_17,"It's just like this outside, how can he bring in his family, maybe his mother never warns",,,,,,,,,,False,,
dom_Parkedthemoto_18,Parked the motorbike in the middle of the road on the opposite side. They hit like normal. Looks like make a small thing into another thing,,,,,,,,,,False,,
dom_Ifyoudareto_19,"If you dare to eat, you won't pay back. If your son does, don't run.",,,,,,,,,,False,,
dom_Dontbeafraid_20,"Don't be afraid to pay the money, it's fine.",,,,,,,,,,False,,
dom_Almostbrokehi_21,"Almost broke his leg, open and run when caught, want to solve it, Ma Ang.. ប់",,,,,,,,,,False,,
dom_Maapussy_22,Ma a pussy,,,,,,,,,,False,,
dom_Saltyandyoung_23,Salty and younger brother play with who don't play with the club security line they have a lot of each other justice must prevail.,,,,,,,,,,False,,
dom_Meetyourmothe_24,Meet your mother's monkey Matik,,,,,,,,,,False,,
dom_Thiskidiscom_25,This kid is coming out to social media,,,,,,,,,,False,,
dom_Thiskidattemp_26,This kid attempted murder to the fullest if seen through security cameras,,,,,,,,,,False,,
dom_Itsjustnorma_27,It's just normal.,,,,,,,,,,False,,
dom_Theyareatthe_28,"They are at the market, they know each other just a little bit that they will hit and go***. The camera man is just a little e… See more",,,,,,,,,,False,,
dom_Argueasfuck_29,Argue as fuck,,,,,,,,,,False,,
dom_Wellletsjust_30,Well let's just put it in jail.,,,,,,,,,,False,,
dom_Watchandsee_31,"Watch and see, I'm going to hit it once.",,,,,,,,,,False,,
dom_Ponpongcausin_32,"Ponpong, causing harm by intention, case 1 Hit and run is not wrong, second case.… See more",,,,,,,,,,False,,
dom_Itsrudetose_33,"It's rude to see, gangster riding without opening eyes, know that",,,,,,,,,,False,,
dom_Thekiddoesnt_34,The kid doesn't have parents to teach like that,,,,,,,,,,False,,
dom_Lookatthecam_35,Look at the camera like it's intentional,,,,,,,,,,False,,
dom_Jailgotojai_36,"Jail, go to jail once, you will know your mistake.",,,,,,,,,,False,,
dom_Theseedlesson_37,The seedless one,,,,,,,,,,False,,
dom_Thiskidisso_38,This kid is so rude,,,,,,,,,,False,,
dom_Thesecurityca_39,"The security camera is so clear, why do you deny that you hit someone else?",,,,,,,,,,False,,
dom__40,វាប៉ុនប៉ងមនុស្សសាឃាតហើយចាប់វាដាក់គុកទៅ,,,,,,,,,,False,,
dom_Justalittleb_41,Just a little bit more,,,,,,,,,,False,,
dom_Dontjusthave_42,"Don't just have a video, otherwise this will win",,,,,,,,,,False,,
dom_Thethug_43,The thug,,,,,,,,,,False,,
dom_Hitsomeonelik_44,Hit someone like this and act like I don't know anymore,,,,,,,,,,False,,
dom_Slapuntilyou_45,Slap until you stop watching,,,,,,,,,,False,,
dom_Pukahjgjgka_46,Puk ah jg jg kal pas anh mdg jg jub klg nas,,,,,,,,,,False,,
dom_Itsnormalmy_47,"It's normal, my brother.",,,,,,,,,,False,,
dom_Yeahlilbrot_48,"Yeah lil bro, they caught me trying to settle it",,,,,,,,,,False,,
dom_Socialbastards_49,Social bastards,,,,,,,,,,False,,
dom_Ponponghasbec_50,Ponpong has become a killer,,,,,,,,,,False,,
dom_Thisisanatte_51,This is an attempt to ride and kill.,,,,,,,,,,False,,
dom_Normalisyour_52,"Normal is your head, normal is your leg.",,,,,,,,,,False,,
dom__53,ជិះបុកគេ ម៉ង អានេះ អាភ្លើ,,,,,,,,,,False,,
dom__54,អានេះកើតមកចង្រៃហ្មងអាណិតម៉ែឪវាណាស់អាមានកូនឈាមថោកអញ្ចឹង។,,,,,,,,,,False,,
dom_Gotothepose_55,"Go to the pose, you crazy, don't be too cool.",,,,,,,,,,False,,
dom_Justspeakout_56,"Just speak out, don't take money, don't ask for compensation, sit quietly, open and hit you back, what about you?",,,,,,,,,,False,,
dom_Whataboutwhen_57,"What about when suddenly hit and don't solve, ride and run?",,,,,,,,,,False,,
dom_Ifyoutouchme_58,"If you touch me, you will only have bones to go home, I told you",,,,,,,,,,False,,
dom_Ifhitnointe_59,"If hit, no intention, why not stop the motorcycle to see what happened and should stop, turn the motorcycle back (ask if I hit… See more",,,,,,,,,,False,,
dom_Thisrascalhi_60,"This rascal, hit a little bit more, hit others until the leg is bleeding. Easy, not easy, break the leg.",,,,,,,,,,False,,
dom__61,មុខមាត់ស្អាតបាតតែអានេះឃោឃៅណាស់,,,,,,,,,,False,,
dom_Puthiminjail_62,Put him in jail,,,,,,,,,,False,,
dom_Lookatthecam_63,Look at the camera and you rude,,,,,,,,,,False,,
dom_Takecareofit_64,Take care of it short,,,,,,,,,,False,,
dom_Hitandrunfel_65,Hit and run felony charges may end up in jail,,,,,,,,,,False,,
dom_Puthiminjail_66,Put him in jail so he can't get his mind,,,,,,,,,,False,,
dom_Thewaytotran_67,The way to transport the culprit by normal motorbike?,,,,,,,,,,False,,
dom_Threegrannies_68,Three grannies count one,,,,,,,,,,False,,
dom_OhmyIgothi_69,"Oh my, I got hit by the camera bullet, but I might run away from the traffic accident.",,,,,,,,,,False,,
dom_Thisisanexcu_70,This is an excuse like my ex,,,,,,,,,,False,,
dom_Teachthemali_71,Teach them a little bit,,,,,,,,,,False,,
dom_Unintentionally_72,"Unintentionally, his father hit the motorbike.",,,,,,,,,,False,,
dom__73,ទះម៉ាដៃអោយបាក់ធ្មេញបានសម,,,,,,,,,,False,,
dom_Iheardhimtal_74,"I heard him talking, he was in trouble with other people. His character is not your child, raise your child like a gangster.",,,,,,,,,,False,,
dom__75,ធម្មតាអីបើប៉ះគេហើយក៏មិនឈប់សុំទោសគេទៅហេតុអីក៏បើករត់នេះគឺប៉ិនប៉ងសម្លាប់ហើយ។,,,,,,,,,,False,,
dom_Hittheleg_76,Hit the leg,,,,,,,,,,False,,
dom__77,ជិះបុកគេហើយ ថាអត់?,,,,,,,,,,False,,
dom_Thisissocrue_78,This is so cruel !,,,,,,,,,,False,,
dom_Offerthisbull_79,"Offer this bully, grandma has already taken it. It's appropriate to take all comments to parents who think that they can be bully.",,,,,,,,,,False,,
dom__80,ចាំដោះស្រាយជាមួយជនរង់គ្រោះស្អីទៀតបើអ្នកប៉ះគេហើយជិះរត់បាត់ហើយនឹងនឹងគេមិនហៅថាដោះស្រាយទេគឺគេចពីកំហុសខ្លួនឯងនេះបើគេចាប់អត់បានគឺរួច… See more,,,,,,,,,,False,,
dom_Justhitthem_81,Just hit them,,,,,,,,,,False,,
dom_Putitalittle_82,Put it a little louder,,,,,,,,,,False,,
dom__83,អានេះវាមានបំណងនិង,,,,,,,,,,False,,
dom_ahjmr_84,យីអាah jmr,,,,,,,,,,False,,
dom__85,អាឆ្កួតជិះបុកគេហើយថាម្មតាទៀត,,,,,,,,,,False,,
dom__86,ឡូយណាស់អាឡូយទៅដេកគុកទៅអាណិតតែម៉ែឪហែងទេ។,,,,,,,,,,False,,
dom_TouchmybabyI_87,Touch my baby I won't let you get away with her.,,,,,,,,,,False,,
dom__88,អានេះអត់គិតមែនបើធើចឹងហើយគេចាប់អត់បានមែន,,,,,,,,,,False,,
dom_Thethug_89,The thug,,,,,,,,,,False,,
dom_Thefacesofpa_90,The faces of parents are so beautiful. Useless kid.,,,,,,,,,,False,,
dom_Isitarideto_91,"Is it a ride to smash them, look at the camera",,,,,,,,,,False,,
dom_Takeittothe_92,"Take it to the front row, it's a good kid.",,,,,,,,,,False,,
dom_Rudeboy_93,Rude boy,,,,,,,,,,False,,
dom_Lookathispar_94,"Look at his parents, look at the big cable pool.",,,,,,,,,,False,,
dom_Whosechildis_95,Whose child is this? Come out and order.,,,,,,,,,,False,,
dom__96,ម៉ាអាក្មេងឈ្លើយ,,,,,,,,,,False,,
dom__97,ចេតនាបុក១០០%អាពាល ចូលគុកហើយ,,,,,,,,,,False,,
dom__98,រវល់មើលងាយជីវិតរបស់គេដាក់គុកដបឆ្នាំភ្លាមៗ,,,,,,,,,,False,,
dom_Thewordisout_99,"The word is out, the garbage truck forgot to pick up",,,,,,,,,,False,,
dom__0,កូនហៃសូរសាហាវ តែកុំមើលជីវភាពម៉ែ មនុស្សមួយចំនួនចូលចិត្ត អួត តែធាតពិត0,,,,,,,,,,False,,
dom_21_1,អាយុ21...ហើយនៅមួយគ្នាឡើង5 6 ឆ្នាំចឹងមានន័យមានកូនតាំងអាយុម៉ានទៅ..មនុស្សស្រីអើយមិចក៏អភព្វម្លេះ,,,,,,,,,,False,,
dom__2,កូនស្រីគាត់ហៃសូរពេកចឹងហើយ គិតមើល4/5ឆ្នាំហើយ នៅសុតតែខុនដូរ កុំថាតែខាងប្រុស អត់ដឹងរឿង ចេះតែនិយាយហើយ បើដឹងរឿងវិញ គួរឲអាណិតខាងប្រុសណាស់ សុខចិត្ដអត់សុីខ្លួនឯង ទិញឲគេហូប យកមកផ្គត់ផ្គង់តែខាងស្រីទេ  យើងអ្នកអត់ដឹងរឿងកុំថាឲខាងប្រុសពេកអី គាត់មនុស្សល្អជាមួយ មនុស្សនៅជិតគាត់គ្រប់គ្នា,,,,,,,,,,False,,
dom_21_3,អាយុ21មេម៉ាយកូន1នៅមួយប្តីក្រោយ5ឆ្នាំចឹងគាត់ប្រហែលមានកូនតាំងពី14 15ឆ្នាំមែន,,,,,,,,,,False,,
dom__4,អាប្រុសនេះរេាគចិត្តហ្មង,,,,,,,,,,False,,
dom_21_5,21មេម៉ាយកូនមួយហើយនៅជាមួយសង្សា5ឆ្នាំចុះខាងស្រីការតាំងពីអាយុម៉ានទៅ,,,,,,,,,,False,,
dom_Thechildisin_6,The child is in the condominium but don't look at the mother's life,,,,,,,,,,False,,
dom_Iwouldliketo_7,"I would like to pass this to all brothers and sisters who have a girlfriend or wife when arguing, please hold back your anger.… See more",,,,,,,,,,False,,
dom_Howoldisheg_9,"How old is he getting married? He's a widow, he's been dating his girlfriend for 5 years and now he's just 21",,,,,,,,,,False,,
dom_Lookatthecom_10,"Look at the comments, I realized that there are many negative people who support their families, except their lives, except th… See more",,,,,,,,,,False,,
dom_Yesnotmarrie_11,"Yes, not married yet, not teaching children.",,,,,,,,,,False,,
dom_Economiccrisis_12,Economic crisis reaches mental crisis,,,,,,,,,,False,,
dom_Just21yearso_13,"Just 21 years old, having a relationship with a girlfriend for 5 years=since 16 years old, how old does she have a husband and… See more",,,,,,,,,,False,,
dom_Ifeelsorryfo_14,"I feel sorry for others, but I'm in a rented room, I feel sorry for myself.",,,,,,,,,,False,,
dom_Itsbecauseof_15,It's because of betrayal,,,,,,,,,,False,,
dom__6,កូននៅខុនដូរតែកុំមេីល​ជីវភាព​ម្ដាយ,,,,,,,,,,False,,
